CMDLINE /Users/edeldepssi/.local/share/virtualenvs/Xetra_1234-o0nH_7HU/bin/python run.py /Users/edeldepssi/.local/share/virtualenvs/xetra_project-kEci0JAt/Xetra_1234/configs/xetra_report1_config.yml
MEM 0.125000 1701988980.4408
MEM 14.355469 1701988980.5460
MEM 22.953125 1701988980.6469
MEM 31.332031 1701988980.7473
MEM 38.195312 1701988980.8517
MEM 39.496094 1701988980.9519
MEM 39.496094 1701988981.0525
MEM 39.496094 1701988981.1534
MEM 39.824219 1701988981.2561
MEM 39.988281 1701988981.3596
MEM 39.988281 1701988981.4606
MEM 39.988281 1701988981.5618
MEM 39.988281 1701988981.6642
MEM 39.988281 1701988981.7664
MEM 39.992188 1701988981.8666
MEM 39.992188 1701988981.9673
MEM 39.992188 1701988982.0678
MEM 39.992188 1701988982.1688
MEM 39.992188 1701988982.2733
MEM 39.992188 1701988982.3736
MEM 39.992188 1701988982.4750
MEM 39.992188 1701988982.5753
MEM 39.992188 1701988982.6764
MEM 39.992188 1701988982.7778
MEM 39.992188 1701988982.8780
MEM 39.992188 1701988982.9783
MEM 39.992188 1701988983.0814
MEM 39.992188 1701988983.1855
MEM 39.992188 1701988983.2866
MEM 39.992188 1701988983.3881
MEM 39.992188 1701988983.4911
MEM 39.992188 1701988983.5913
MEM 39.992188 1701988983.6931
MEM 39.992188 1701988983.7979
MEM 39.992188 1701988983.8983
MEM 39.992188 1701988984.0013
MEM 39.992188 1701988984.1030
MEM 39.992188 1701988984.2040
MEM 39.992188 1701988984.3044
MEM 39.992188 1701988984.4092
MEM 39.992188 1701988984.5107
MEM 39.992188 1701988984.6109
MEM 39.992188 1701988984.7137
MEM 39.992188 1701988984.8142
MEM 39.992188 1701988984.9184
MEM 39.992188 1701988985.0234
MEM 39.992188 1701988985.1271
MEM 39.992188 1701988985.2319
MEM 39.992188 1701988985.3356
MEM 39.992188 1701988985.4359
MEM 39.992188 1701988985.5384
MEM 39.992188 1701988985.6388
MEM 39.992188 1701988985.7411
MEM 39.992188 1701988985.8434
MEM 39.992188 1701988985.9450
MEM 39.992188 1701988986.0453
MEM 39.992188 1701988986.1459
MEM 39.992188 1701988986.2464
MEM 39.992188 1701988986.3483
MEM 39.992188 1701988986.4519
MEM 39.992188 1701988986.5556
MEM 39.992188 1701988986.6602
MEM 39.992188 1701988986.7617
MEM 39.992188 1701988986.8631
MEM 39.992188 1701988986.9658
MEM 39.996094 1701988987.0661
MEM 39.996094 1701988987.1663
MEM 40.000000 1701988987.2707
MEM 40.007812 1701988987.3718
MEM 43.691406 1701988987.4741
MEM 44.476562 1701988987.5776
MEM 45.976562 1701988987.6784
MEM 46.789062 1701988987.7798
MEM 47.300781 1701988987.8825
MEM 47.410156 1701988987.9876
MEM 47.589844 1701988988.0928
MEM 47.878906 1701988988.1951
MEM 47.929688 1701988988.3002
MEM 47.988281 1701988988.4037
MEM 48.027344 1701988988.5085
MEM 51.109375 1701988988.6121
MEM 51.113281 1701988988.7162
MEM 51.117188 1701988988.8165
MEM 51.121094 1701988988.9198
MEM 51.125000 1701988989.0204
MEM 51.128906 1701988989.1213
MEM 51.128906 1701988989.2218
MEM 51.132812 1701988989.3257
MEM 51.132812 1701988989.4297
MEM 51.132812 1701988989.5302
MEM 51.132812 1701988989.6309
MEM 52.484375 1701988989.7356
MEM 60.378906 1701988989.8382
MEM 60.378906 1701988989.9426
MEM 61.062500 1701988990.0436
MEM 61.117188 1701988990.1440
